En ehdi edes pestä käsiäni.	0
Sanoinhan, että sinun pitäisi odottaa.	0
Ilmeisesti muutin mieleni.	1
Onko tämä joku ristikuulustelu?	0,6
Se ei ollut itsepuolustusta. Brennan tappoi hänet.	0,2,5
Töykeää puhetta.	0,1,2
Setäsi vei hänet.	0,2
Onko sinusta parempi meille kaikille, että muutat pois?	0,6
Olin mukava mies, mutta he tuhosivat elämäni,	1,5
Joku ehti edellemme.	0,2,5
Suoraan sanottuna minun on pakko tämän päivän jälkeen.	0,3
Olen odottanut tätä ikuisuuden.	0
Ajattelen sinua lakkaamatta.	0,2,5
Tämä on typerää, Francis.	3
Minulla ei ole enää mitään.	0,2,5
Pidä varasi, poika.	3,5
Se on kiellettyä.	0
Aiotko itse ottaa sitä?	0,6
Ei tarvitse. Ne ovat varmasti kauniit.	3
Älkää puuttuko tähän!	0
Sen takia isäukko kai antoi sen sinulle.	0
Sinähän aina paasaat, että pitää auttaa toisia!	0
Näyttää kuin olisivat tulleet hautajaisiin.	6
Adrian, mitä mä olen tehnyt?	0,6
Paikallisjärjestön puheenjohtaja perusti tekaistun etuusrahaston.	0
Pidän vähän, miten sen sanoisi, törkyisemmistä.	1
Sinun pitäisi puhdistaa tuo.	0
Poistetako?	0,6
Seuraan Painen esimerkkiä ja kieltäydyn jäämästä saliin - kun hänellä on puheenvuoro!	0
Vasta nyt kun hän kuolee, kerrot etten ole sinulle muuta kuin mitä Belle Watling on Rhettille.	0,1
Rajaton taivas ja maa.	3
Älkää liikkuko!	0
Oikeastaan pidän hänestä.	0,6
Ja tuo pelottaa minua, poika.	3
Mikä naurattaa?	0,6
Yleensä, mutta meidän sukumme naiset kuolevat nuorina.	5
Pahoittelen, että jouduitte kestämään tämän koettelemuksen.	0,2
Ei haittaa.	0,2,5
Mikä ottelu!	0,2,6
Muistakaa pysyä paikoillanne.	0,3
En kai ikinä saa kynsiäni kuntoon.	0,3
Et ole sellainen kuin luulet.	0
Hän liioittelee tunteitaan.	3
Täällä on hevonenkin valmiina.	3
Edessämme on kaksi vahtia, joten olkaa varovaisia.	3
Riittää jo.	0
Kun isä Brown ajoi kotiin, hänet valtasi suunnaton pelko.	5
Koko teholla!	0
Vaalit ovat sekoittaneet koko pakan.	0
Se johtuu siitä, että olen hyvä rakastaja.	3
Vasquezin kädessä oli.45.	0,2
Pakotit minut muistamaan asioita, jotka olin unohtanut.	0,2
Eikö olekin upea kaupunki?	0,2,6
Voi paska!	0,3
Mikä hemmetissä tuo on?	6
Putsaa korvasi.	0
Tämä on yllätys.	0,2
Tänne pääsy ei ollut helppoa.	2,5
Häivy siitä.	3
Minä muistan, kun äiti laittoi minut kellariin.	0,2
Unohdin ottaa tuulen huomioon.	2,5
Olen huolissani sinusta huomisessa tutkinnassa.	0
Minä muutin hänet.	0,2
En usko, että sinusta on siihen.	0
Hänet pitäisi mestata.	0
Tiedäthän, mitä neitsyistä sanotaan?	0,6
Pahantekijät ovat vastuussa jokaisen valtion kaatumisesta.	0,1
Ennemmin vaikka menetän jotain kun korjaan aitoja.	0,3
Minun pitää kirjoittaa se uudestaan.	0
Onko tämä sinun juoniasi?	3,6
Miten erotat ne toisistaan?	0,6
Vietkö kahvia jollekulle?	6
Hän ei vaikuta ottavan tätä tosissaan.	0,5
Nainen, joka pelasi omaan pussiinsa ja petti luottamuksemme?	0,1,6
Haluamme kuolla.	0,2,5
He eivät tiedä keisarillisen hovin vaikeuksista.	0,5,6
Inhoan tätä pankkityötä.	0,1
Miksi en haista mitään?	0,6
Hän voi muuttua milloin tahansa.	5
He veivät hänen takkinsa.	0,2,5
Ne narkkarin kusipäät hermostuvat mistä tahansa.	0,1
Eikö ole päivänselvää, että olen rakastunut sinuun?	6
Kuten te, elinkautisvanki.	3
Äh!	0,6
Käy AA-kerhossa ja...	0
Jessus, sen utareet ovat kurkun kokoisia.	1,3
Suora lähetys on kai käynnissä.	0,3
Malja voittajalle!	0,3,6
Jos sinusta tulee joskus sankari, lupaan olla kunnollinen ihminen.	1
Olen tyytyväinen.	3
Senkin ääliö...	0,2,5
Jatka matkaasi!	0,3
Mikset kuunnellut minua, Francis?	0,6
Todistaja väitti - ettei herra Sabich kertonut kaikkea tutkintaan liittyvää.	6
Kuulostaa kivalta, eikö vain?	0,6
Katselin Oxford Streetin näyteikkunoita ja mietin, mitä ostaisin hänelle, jos minulla olisi rahaa.	0,1
Anna kaksi dollaria ylimääräistä minun hermostuttamisestani.	0,1
Viidakkopupu nauraa itsensä kipeäksi...	0,1
Siitä ei pidetä täällä.	0,6
Kuin kuollut käärme!	0,2,6
Näpit irti, vanha tomppeli.	1,3
Nyt on vähän parempi.	2,5
Mene kotiin.	2,5
Se etsii meitä.	3
Harmaat miehet pilasivat ammattini, ja jos et varo, he pilaavat sinutkin.	0,1
Minulla ei ole koskaan ollut mitään seuraasi vastaan.	0,2
Valitettavasti Scraps on pakko lopettaa.	0,1
Hän tulee takaisin ja hymyilee.	2,5
Harmi.	3
Pääset hengestäsi ja menetät auton.	2,5
Pelkäsin, että minun tiedettäisiin olevan elossa.	5,6
Minun on nyt mentävä.	0,2
Tässä vastaukseni senkin likaiset...	1,6
Onnenpäiväni.	3
Mennäänkö keittiöön veisten kanssa?	0,6
Hyvä jumala.	3
Hyvin. Haen teille tuhkakupin.	0,1
Se on erittäin jännittävää.	3
Älä sano noin.	0,6
Sitten he ovat erehtyneet.	5
Lopettakaa!	0,2
Hyvin, hyvin kaukaiselta.	3
Painat liikaa.	3
Ei aina tarvitse tapella, J. Edgar Hoover.	0,1
En kai osaa suhtautua kritiikkiin, mutta olen toissä toista päivää ja tämä on jo toinen huomautus.	0,1
Mutta hän on varannut kaksi huomiseksi.	0
Minä taas haluan juotavaa.	0
Näytät upealta.	2,5
Voin ihan hyvin.	3
Saavuitteko siinä lentokoneessa, jonka näin lentelevän yllämme?	0,6
Hän on nilkki.	1,3
Brennan on ainoa linkki häneen ja muihin.	0,1
Ja millaista roskaa kirjoitat?	0,6
Hieno asu.	1
Voitte ryhtyä sankariksi milloin tahansa.	0,1
Älä vetkuttele, hän ei viivy kauan.	2,5
Sitä kutsutaan kai rakkaudeksi, pikkuveli.	1,6
Kaikki se tuhoaminen...	2,5
Taidan nähdä näkyjä.	6
Etkö ole itse vastustanut?	0,6
Hei, isä!	3,6
Ja ota rauhallisesti.	0,2,5
Tulkaa, nopeasti!	0,2
Poista ne kaikki.	0
En taistele kuningasta vastaan.	0,2
Tappelemassa.	0,1
Loistava.	0,3
Pilvistä ei ole tietoakaan.	5,6
Veljeilet paskakärpästen ja rottien kanssa.	3
Hauska tutustua.	0
Taas täydellinen ajoitus.	0,3
Veri hyytyy.	0,1
Arvelin että saatat joskus konserttosi loppuun.	0
Haluaisin sen toistaiseksi pitää - omana tietonani.	0
Kivoja kuvia.	3,6
Oikein. Työskentelemme hyvin yhdessä.	3
Näin unta, että se oli väärä valinta.	0
Meidän pitää viedä hänet.	0
Pitäkää hyvää huolta rouvastanne.	3
Eikö ole ihanaa?	2,6
Hänen kanssaan ei voi neuvotella.	0,5
Voisitteko laittaa ääntä pienemmälle?	0,6
Olet pelkuri.	0,1,3
Mitä minun pitää tehdä?	0,6
Murheellinen juttu.	0,1
Minäkin kaipaan sinua.	3
Neiti Roffe, olen löytänyt keinon hidastaa ikääntymisprosessia.	0,5
Se pikku seikkailu on nyt loppu.	3
Se on ihan pihalla!	0
Vain yksi lippu Rioon huomenna?	3,6
Erik kuoli päivää ennen neljättä syntymäpäiväänsä.	5
Lähes söi korvani.	3
Olin heikko, väsynyt ja voimaton.	3
Pelkään kai, että näet lävitseni.	0
Mitä helvettiä yrität tehdä minulle?	0,1,6
Joku juopunut merimies on voinut pudottaa sen.	0,2
Tästä tulee rankkaa sinulle, Al.	0,3
Eikä manikyyri ja parturi haittaisi.	0,1
Ottakaa aseet sotaan ja kostakaa herran puolesta	0,2
On hyvinkin.	3
En elä itseni kanssa.	3,5
Olet onnekas.	0,1
Tuki suusi, Nick.	3
Lopeta, Hawkins!	0,2
Etkö ollut marssilla?	0,2,6
Danny surmattiin ja hänet tappanut saa maksaa tekonsa!	0,2
Totta kai Shelleen pääsi pakoon!	0,2
Huomioi minut nyt.	3
Älä puhu noin.	0
Ettei teillä ole enää kasarmeja. Olette siten haavoittuva.	0,2
Vastentahtoisesti lisäksi.	0,1
Tuo on paljon parempi.	0
Eikö hyvä enää saa palkkaansa?	0,6
Kaupungintalo on huonon johtamisen ja korruption rappeutuva symboli.	1,3
Onpa söpö koiranpentu.	0
Se on hirvittävää.	3
Viis minä siitä!	0,2,6
Lähdette ilman minua.	0
Ei kosimisessa ole mitään hauskaa. Ei niin.	0
Inhottava tulla takaisin näissä merkeissä, Dorcas.	0,2
Älä ole kusipää.	0,1
Ehkä hän on vain muualta.	0,1,5
Pakene.	0,1
Täydellinen suoritus.	3
Rukouksia, vihkivettä, seksiä, huumeita ja rokkia.	1
Aiotko ampua pikkupoikasi?	0,2,6
Mitä hittoa on tekeillä?	0,6
Kuolema on loppu.	2,5
En edes tiedä, milloin pelleilet.	0,1
Hodareita!	0
Tunnistin Wattsin heti uutisten kuvasta.	0,3
Upottaisin tämän laivan ennen kuin palvelisin häntä.	0,1
Ranskalaiset imevät teidät kuiviin.	5
Pääsemmekö saarelle asti, Larry?	0,6
Kertomasi tiedot eivät ole oikeita! Tulen aina myöhässä.	0,2
Halusin vain lämmittää häntä.	0,2,5
Joku kaunis päivä se on minun.	3,5
Pidän kujakissoista.	0,1
Paha kuningas on paha kuningas, ja kuningas Jaakko vielä pahempi.	0,1
Nyt pääsen hetkeksi Carlosista.	5
Sen jälkeen pimu on ulkona.	0,3
More oui.	3,6
Lopeta, Kit. Alat olla kitisijä.	0,3
Tuhkimo, jumalauta!	0,3
Se on selvästikin rahaa...	1,2,5
Nyt riittää, Hans.	0,2,5
Odottakoot.	0,1,2
Antakaa tietä!	0,2
Anoppisi selitti asian minulle. Minua ihmetyttää se, ettei eristysnauhassa ollut pölyä.	0,1
Pidetäänkö päivän aikana siis erilaisia asuja?	6
Osun, mihin tähtään.	0,2
Niillä hulluilla on kokonainen varasto täynnä ohjuksia.	1
Sinun pitäisi olla luonamme!	0
Jokainen vastaamaton puhelu, joka kerta kun juoksit minua karkuun... Joka kerta kun katsoin tyhjää tuoliasi luokkahuoneessa.	0,1
Oletteko vakooja?	6
Tämä on todella tervetullut näky.	0
Miksi et kertonut tästä, kun pidätin sinut?	0,6
Luulin että emme koske huumeisiin.	0,1
Hän oli tappaa minut!	0,2
Ääliö!	0,6
Uskomattoman paljon vai törkeästi?	6
Ettekä vain näytä, vaan myös olette matojoukkio.	0,1
Verua sotamiehenä! Tavallisena rivimiehenä!	0,1
En ole koskaan yrittänyt tosissani itsemurhaa.	0,1,2,5
Haluan hänen nahkansa.	0,1
Ja poliisivoimien legenda on kuollut.	5
Olet hieman kalpea.	3
Rankkaa...	0,1,2,5
Minä vihaan sinua!	0,2
Miksei teknikkonne katsonut toisia mittareita?	0,6
Minun olisi pitänyt mennä bussilla.	0,2
Läheltä piti.	0,3
Te tanssitte paljon paremmin.	0,3
Anna se hiton mikki.	2,5
Mitä tapahtuu, kun maalainen on menettänyt kaikki muistonsa?	0,6
Onko jokin hätänä, Emily-täti?	6
Olen pahoillani tästä, rouva Moran.	0,1
Tein sen uudelleen ja uudelleen, - mutta se vain johdatti minua tänne.	0
Alec, tulit tänne nopeasti.	2
Näytä, kuka määrää!	0,2
Näytämme hyvältä.	0,3
Entä jos venäläiset raiskaisivat sisartasi?	0,2,6
Voi rakastani.	3
Sitten hän poistaa pessaarin lavastaakseen raiskauksen.	0,5
Voisitko ystävällisesti poistua?	0,2,6
Kerro itse.	0,3
Eikö Leonardon kuolema riitä?	6
Autan voimillani sinua keskittymään.	0,3
Uskoin demoneita ja tapoin viattomia ihmisiä.	1,5
En halua kuulla enää yhtään niskoittelua tältä joukkueelta.	0
Isä sanoi että poika joutuu helvettiin - jos todistaa äitiään Vastaan.	5
Hän pumppaa naamansa täyteen novokaiinia ja alkaa sitten skalpellillaan - viipaloida piirteitään yksitellen.	1,3
Sehän kuulostaa jännittävältä.	0
Vai niin?	3,6
Tämän roskan lisäksi.	0,1
Vielä enemmän kuin nyt?	6
Mitä siellä ammuskeltiin, Chip?	6
Aurinkoinen Kalifornia ei vastaa nimeään huomenna.	1
Näitä ja aiempia syntejäni kadun syvästi.	3,5
Minun pataljoonani upseerit eivät tee raskaimpia töitä	0,2
Jätän sinut.	0,2
Sehän on rikas ja tyylikäs tyyppi.	3
Mutta kaikkihan ovat kuolleita.	2,5
Voiko olla parempaa uhria kuin pedon oma palvelija jonka löysimme pyhäksi sisareksi pukeutuneena?	0,1,6
Te olette hankaloittanut eversti Cathcartin työtä.	0
Voi tavata jonkun eikä ole kuin yksi yö aikaa tutustua häneen.	0
En koskaan enää näe vanhempiani. Tai läheisiäni.	3,5
Katso!	0,2,6
Senkin roisto.	3
Melkoinen moka.	3
Mitä pirua...?	2,5,6
Älä liiku, Toni.	3
Anna Murrayn joutua sen miehen ryöväämäksi, joka vei kelloni!	0
Omaisuudestaan tulee voida huolehtia.	0,5
Tämä ei ole kivasti tehty.	5,6
Vaatteitteni ja mattojemme kuituja verrataan Carolynilta löytyneisiin.	3
Olen hirvittävän pahoillani.	0,1
Millainen olento mahtaa istua valtaistuimella - joka antaa kaltaisenne miehen jakaa oikeuttaan.	0,1
Rouva Inglethorp on kuollut.	5
Olen aina rakastanut.	3
Kerrohan, missä äiti ja ne pienet munat ovat.	0,3
Voitto kotiin.	0,5
Liian kovaa.	3
Sinulla on hieno kitara.	3
Oletko ihan varma?	6
Hyvää huomenta!	0,3
Kuka tuollaisia käyttää?	0,6
Pienenä hän hurmasi meidät kaikki pianonsoitollaan.	3
Teet mitä ja milloin haluat.	0
Ai se iso mäntti, joka ostaa kaikille jätskiä?	6
En ollut mustasukkainen.	3
Loukkaat vierastani.	3
Kuka tietää että voittaako joku näistä runkuista lotossa.	0
Sen kun tietäisi.	0
Miksi sinun pitää huutaa?	0,6
Olet onnistunut.	0,2,5
Voimme tehdä yhtiöstänne hyvin merkittävän.	3
Ei, hänellä on muita toiveita kuten kuluttaa rahaa näihin typeryyksiin.	0,1
Minulla on valtava kiire.	0,2
Täällä on jotain, joka saattaa kiinnostaa sinua.	0,1
He haluavat laudoittaa ikkunat.	1
En neuvottele junttien kanssa!	0,3
Rakastan sinua yhä.	0,5
Elokuva on huono, mutta se ei liity huumetesteihin.	5
Kaikki mitä kuulin oli roskapuhetta.	0,1
Kuka on onnellinen isä?	3,6
Jos haluaisin sisään, minua eivät lukot estäisi.	0,2
Sen nenästä tuli kipinöitä.	3
Älä vihaa itseäsi noin.	1,5
Käytöksesi on niin ennustettavissa.	0,3
Kerro ystävillesikin.	3
Se lomake oli valtakirja, Paulie!	0
Kuule, tyhmeliini.	1,3
Kusipää, siinä sinulle sana!	0,3
Anteeksi, Cameron.	0,2,6
Se Dixonin teurastaja on heti valmis ostamaan 35 nautaa.	3,6
Olen heikko ja luonteeton.	3
Mitä te oikein touhuatte?	0,1,6
Valtavasti alusvaatteita!	0
Luulin, että puhkuisit intoa.	0
Voisitteko rakastaa minua?	0,6
Roskaa, Barley.	3,6
Hänen olisi pitänyt jo tulla.	0,2,5
Kunpa se olisikin kenen muun tahansa.	0
Et edes myonnä, että juot, joten miten voisit syyttää häntä siitä?	0,6
Ei arpia!	0
Älä mene.	5
Mitä hänkin muka tietää?	0,6
Siihen kuuluu jopa lato!	0,3,6
Huominen koe vain hermostuttaa.	0,1
Saavutamme hetkessä sen, mikä veisi ihmispotilaan kanssa vuosikausia.	5
Totta hitossa olin.	0
Mikä sinua riivaa, mäntti?	3,6
Tuo amerikkalainen, vaikka hän on ystäväsi - loukkasi meitä kahdesti.	1
Etkö pidä jazzista?	6
Miten minä sain noin röyhkeän lapsen?	6
Loukkaavaa.	3
Tuleeko vielä viisastelua?	0,6
Emme tiedä heistä paljon, mutta heillä on yhteyksiä Hizbollahiin.	6
Aika ihmeellistä.	0,1,2,5
Taitaa mennä liiallisuuksiin?	0,2,6
En edes näe vyötä!	0,3
Jos saan sen Brianin käsiini...	0,1
Kenet? - Tappajan!	0,6
Paljon mahdollista.	3,6
Kun te kaksi nilkkiä onnittelette toisianne kannattaa miettiä, että saatatte asettaa Brennanin kuseen.	0,1
Se on kuulemma tosi hyvä.	3
Uskoitko siihen soopaan?	0,6
Minä vihaan tuota säädintä.	0
Mitä? !	0,2,6
Oliko hauskaa, kulta?	6
Kunpa voisin.	3
Uskallakin.	0,1
Ei ole kotia.	0,1
Luuletteko että kuvittelin?	0,6
Tämä on kuin hullu painajainen.	1
Se blondi narttu, ehdonalaisvalvojani, järjesti sen.	1
Pidän tacoista ja oluesta.	0,1
Hän piileskelee mökissä jossakin korvessa.	1,5
Pahennat vain tilannettasi.	1,2,5
Näyttää yrittävän vikitellä Leonaa.	0,2
Ei!	0,3,6
Kukas nyt pitää komentoa?	0,2,6
Kauniit.	3
Luchino!	0,6
Kiva nähdä.	0
Tony rakasti sinua kuin veljeään!	3,6
En tiennyt, mitä tehdä.	0,3
Sinulla on niin upea ääni.	0,3
Moni ihminen saa punastua, jos tämä poliisi hoitaa velvollisuutensa.	0,1
Alus räjähtää pian!	0,2,6
Saat varmasti ison ylennyksen tämän jutun loputtua.	0
Kaikille potkut!	0,1
Sinä tulit tappamaan minut, eikö niin?	0,2,6
Tämä oli toinen kahdesta kerrasta, jolloin häneltä löytyi piilotettu ase.	6
Lyö häntä päähän.	0,2,5
Ota sinä juttu itsellesi, jos välität terveydestäni.	1
Hitto, onko tuolla ämmällä mensikset?	0,1,6
Eikä hän saa nahkaani.	0,1
Menkää ulkopuolelle, taulapää.	0
Voimani eivät riitä siihen.	0,2
Pöytä puhtaaksi.	3
En lähde täältä tänään.	0,3
Mihin sinä menet, Edward?	0,2,6
Kaikki hajoaa, Al.	3
Se luultavasti tappaisi hänet.	0,2,5
Siitä saitte, niin että tuntui.	3
Maailman ihanin nainen.	1,3
Minä oksennan...	2,5
Se oli hänestä kaameaa.	1,3
Onnenpäivät alkakoot.	3
Meistä on mukava olla täällä.	0
Minulla on liikaa arpia.	0,3
Älä soimaa itseäsi.	3
Tule alas sieltä. Tuo hermostuttaa minua.	3
Tämä on hätätilanne.	0
Olen tehnyt jotain kamalaa.	0,3
Mutta olet tajuissasi?	0,2,6
Niin haluamme hänen luulevan.	0
Napatkaa se paskiainen!	0,1
Tuollaisella autolla olisi hyvä iskeä tyttöjä Minskissä.	0,1,2
Eikö tällä pääse kovempaa?	0,2,6
Petturi.	0,1
Neuvon teitä olemaan varovainen. Te molemmat.	0
Typerät siat!	0
Älä teeskentele tietämätöntä.	0
JUMALATON SOKKI	0,3,6
Sisua ja tulta!	0
Kun lyötte pallon kentältä ja tulostaulu syttyy, muistakaa lsoa-Beniä.	0,1
Et ole koskaan rakastanut minua.	0,3
Koska tänä vuonna heille sopii kieriä maassa ja leikkiä kilttiä koiraa?	1,6
Annoinko minä... Annoinko luvan tähän liittoon?	0,6
Minkä takia?	0,2,6
Senkin tampiot!	0
Jättäkää yhtiöni rauhaan!	0,2
Lapset, nakit ovat melkein kypsiä.	1
Helikopteria on ammuttu!	0,1,2
Lausu rukouksesi, Mayii.	3
Päätin tulla tänne selvittämään asian heidän kanssaan.	0
Miksi sä puhut noin?	0,6
En löydä oikeita sanoja.	0,6
Tyydyn olemaan isä.	3
Se maksaa hänelle paljon enemmän.	3
Unohdin sen pahviläpyskän.	0,1
Mitä tämä oranssi rusetti tässä tekee?	0,6
Tulin tuhoamaan heidät.	0,2
En usko että osaan.	0
Apua.	1,5
Jos hän ei saa sitä, tulee konkurssi - ja 900 miestä jää työttömäksi.	0,1,5
Selviääko hän?	0,6
Luulet voivasi läksyttää minua - omassa talossani.	3
Minä olin siinä huoneessa!	0,3,6
Pirun lait pilaavat koko maan.	0
Hei, takaisin!	0,2,3
Olemme sotavankeja.	0,1,2
Todistan tuon väitteen vääryyden vetäytymällä selliini ilman apua.	0,1
Älä nyt hermostu.	3
Bastian... älä unohda minua, Bastian.	0,2
Hän on vahvempi kuin oletimme.	3
Paljon kiitoksia.	3,6
Suurenmoista!	0,3
Läski hidastaa liikettä.	0,1
Toit sen kammotuksen kotiimme halveksiaksesi meitä.	0,1
Kun seurustelimme, puhuitko sihteerini kanssa enemmän kuin minun?	6
Toivottavasti se ei enää tästä pahene.	0,1,5
On satoja muita paikkakuntia, jotka todella tarvitsevat vettä!	0,1,6
Toimitan nämä tiedot lakimiehelleni samoin lääkärintodistuksen vatsastani ja vaimoni nilkasta.	0,1
Jeesus, Bobby, mehän teimme rahaa.	0,1
Ole varovainen! - Varo, mestari!	0,3,6
Alijäämä on kasvanut hälyttäviin mittoihin.	5
Saitte huijattua tätä keltanokkaa, mutta ette ketään muuta!	0
Sinä iltana Michael lähti pois.	5
Mikä vastaanotto.	0,1,2
Olkaa hiljaa.	0
Muutettuasi vakituiseen kotiin nautit mekaanisten palvelijoiden avusta.	0
Se on mahdotonta.	1,3
Hän sai eilen tietää, että tämä on kuollut.	2,5
Lopeta, Tommy!	0,2
Antakaa minun hoitaa miehenne uraa niin voitte alkaa taas elää ihmisiksi.	5
Olen kyllä perillä noista asioista.	0,1
Hyvä yritys.	0,1,3
Olen itseni herra - ensimmäistä kertaa elämässäni.	3,5
Luojan kiitos.	0,1
Vannon sen!	0,1
Tästä saat!	0,2,6
Ellet anna 200 dollaria, kerron poliisille, miten sait ne ja joudut antamaan ne minulle, koska ne ovat minun.	0,1
Kaikessa on kyse rahasta.	0,1,2
Naiset, pysykää matalana.	3
Tekosi seuraukset painavat minua loppuelämäni.	3,5
Ei oikeastaan.	0
Tämä on pysynyt salassa - mutta jos kukaan muu kuulee siitä, poliisin iskuryhmä tulee tänne.	0,1,2
Joku sairasmielinen halusi tuhota nuoren, suloisen olennon.	1
Olen raatanut vuoksesi yli 1 0 vuotta ilman palkankorotusta ja ylennystä.	0,5
Toivottavasti olet onnellinen täällä.	0,1
Vince, senkin liero!	0,1
Mistä nämä todistajat voi löytää?	0,6
Älä näytä niin ilottomalta.	0
Olisit sanonut jotain.	0,3
Olet hullu.	0,2,5
En väittänyt niin.	0
Sinun pitäisi mennä lepäämään Sardiniaan.	5
Etko muista ottaneesi huumeita?	0,6
Sinä...	0,2,5
Karkotetaan? Maasta...	0,2,6
Kummittelee?	6
Lupasiko hän teille osat Catsissä?	0,6
Se on niin kaunista.	3
Miksi suljet minut ulkopuolelle?	0,6
Teilläkin riittää yhtä ällöttäviä tyyppejä.	0
Sinkoamme hänet pimeyteen ja todistamme oman hyveellisyytemme.	0,1
Jos hylky on näin, meidän ei tarvitse puhkaista teräslevyjä.	0,1
Minähän sanoin, ettei tätä filmiä kannata tehdä.	0,1
Onpa kauniita ruusuja.	3
Tämä ei ole ollut hyvä päivä!	0,2
Liikkeelle. LA County -sairaalaan. Välittömästi!	0,2
Voitamme ainakin aikaa.	0,2,5
Hän tietenkin valehtelee.	1,5
Kelvoton johtamaan.	0
Haluan heidät syytteeseen rikkeistä, omaisuuden tuhoamisesta ja pahoinpitelystä.	0,1,5
Anoin kuulolaitetta puoli vuotta sitten ja odottelen sitä yhä.	0,3
Yritättekö päästä karkuun?	0,6
Kas tässä, Graham.	3,6
Sulla ei ole aikaa mulle, joten mulla ei ole aikaa sulle.	0
Voi, Mickey.	0,3
Ei ole tarpeeksi valkaisuainetta löyhkäsi polttamiseen pois, Luke Dove.	0,1,2
Saatanan pelkuri!	0,1,6
Tykkäsin sinusta, mies!	0
Saamarin lentoasemalle!	0,6
Olisit voinut tehdä sen puhelimitsekin.	0,1
Ja sinä - mitä ikinä haudotkin, unohda se, tai päädyt kuoliaaksi.	0,2,5
Sinä vain jäkätät päivät pitkät.	3
Hän tottelee kun sanotaan.	6
Olet loistava luomaan vaikeita tilanteita.	0,3
Älkää unohtako että tuhlasimme kuukauden, ikävän erimielisyyden takia, - josta minua ei voi syyttää.	1,5
Haluan taata Davidin turvallisuuden.	0
Meillä on ongelma.	0,2
Ja sinä syyttää!	0,2
Oli koittanut hetki kohdata paholainen silmästä silmään ja lähettää hänet helvettiin, minne hän kuuluikin,	0,1
Kuulostat hyvin kaukaiselta.	3
Rocky voi yhä valmentaa sinua.	3
Emme voi niellä tällaista paskaa.	0,1
Mies yrittää todistaa olevansa tosimies, eikä onnistu.	2,5
En ymmärrä, miksi hän kiihtyy mitättömistä asioista.	0,1
Olen pahoillani siitä, mitä tapahtui.	0,2,5
Vihollinen on puolen tunnin päässä.	0,1,2
Anna heidän polttaa minut!	0,2
Mitä?	6
Tarkoittaa tämä, että Tommy ja neiti Balbricker ovat kihloissa?	0,6
Olen varma, että tunnet samoin minua kohtaan, joten pysytään erossa toisistamme.	0
Älä pelleile, vaan hoida työsi, senkin nelijalkainen pyton.	1,3
Hänellä ei ole varaa myötäjäisiin.	5
Se romahtaisi ensimmäisen junan alla.	2,5
Rankkaa kamaa. Ne kaverit eivät kulje kaupungilla.	0,1,2
Koko asia on valhetta.	0,1
Minä kieltäydyn auttamasta maapallon raiskaamisessa.	0,2
Hän on elossa ja asuu Phoenixissa.	6
Mitä sinä oikein ajattelit?	0,6
Ole hiljaa, veli Jeeter.	3
Hän on mahtava soturi!	0,1
Minulla on sinulle unelmatehtävä!	0
Minä nappasin jo isän.	3,5
Luin samana päivänä The Postista artikkelin Bobby Steinista - joka pilkkaa radiossa Etiopiaa ja Betty Fordin klinikkaa.	0,1,6
Nouse ylös!	0,2,3
Sabotaasia, räjäytyksiä ja sen sellaista.	0,1,2
Eikö hän olekin suloinen?	0,2,6
Minä lopetin ne touhut jo 1 4-vuotiaana!	5
Norsunluutorni.	0,1,6
Mitä tarkoitat?	0,2,6
Ja huono pankkirosvo.	1,3
Ilo on minun puolellani.	3
Sitä sattuu rakastuneille.	3
Firmalla on taloudellisia vaikeuksia, jos se sinulle kuuluu.	0,1
Paskapuhetta.	3
Toivo heidät pois, Bastian!	0
Tämä on outoa!	0,2
Olet menettämässä järkesi.	0,2
Ihailin sitä platinakelloa, jossa oli timanttinumerot.	3,6
Stylesin kartano on upea.	0,1
Nukkumaan nyt.	0
Miten olette ylennyt kapteeniksi?	0,6
Lahja.	3
Vai et tosiaankaan halua.	0,5
Minun, minun!	0
Mutta jos ette ole ahkeria, - teitä rangaistaan.	0,2
Niin se elukka sanoi meille.	3
Hän näyttää upealta.	2,5
Kuristan painijaa kaulasta - imen hänen silmänsä irti ja syljen ne kurkusta alas!	0,1
Olisin voinut kuolla onnellisena miehenä.	0,1,5
Hiljaa, Willoughby!	0,3,6
Uskomatonta.	0
Haloo?	0,6
Miten voitte käyttäytyä näin?	0,6
Mutta kuka ostaisi veneen?	0,6
Sinä, senkin typerä mulkku.	3,6
Se paheni päivä päivältä.	2,5
Hiljennä hänet, Menelaos.	0
En halua kuulla siitä enempää.	0,3
Teidän olisi paras lähteä.	3
Ennen kuin kokemus opetti, että elämä on riittävän traagista...	1,5
Sedän ei pitäisi kelpuuttaa ventovierasta sukuun.	0,1
Mistä hemmetistä on kyse, George?	6
En halunnut...	0,2
17 vuotta sitten eräs nuori tyttö joutui - demonin riivaamaksi.	5
Totta kai.	1,6
Jumala kirotkoon teidät kaikki!	0,2
Miksi poistuit asemistasi?	0,6
Se on hyvin tyylikäs.	3
Miksi se kiinnostaisi?	0,6
Sanoit, että olisin sulle numero yksi ja valehtelit.	0
Miten ihanalta kaupankäynti tuoksuukaan aamuvarhain!	0,1
Luuletko, etten tiedä sitä?	0,6
Haluaako hän puhua kanssani?	0,6
Hän näyttää paljon pirteämmältä.	3
Minulle on turha tulla ruikuttamaan.	0,1
Ajan sinut takaisin helvettiin!	0
